,Intensidy Mean,Intensidy Max,Intensidy Min,Intensity STD,F0 Mean,F0 Max,F0 Min,F0 STD,Spect Mean,Spect Max,Spect Min,Spect Std,Tempo
126,60.85029169243727,74.22113194791298,46.40497545317675,6.348217551390631,105.37721340414454,135.1046525814569,83.2574546509194,24.944345997477892,-65.13018798828125,0.0,-80.0,22.360286712646484,3.52941176470626
127,70.44304459589527,86.00823096074903,52.69550799418397,8.514877287761959,140.24213036161368,546.2849015065716,85.91235287389688,54.4817448585191,-69.65668487548828,-3.814697265625e-06,-80.0,17.266332626342773,6.954436450839586
128,69.58285844726673,82.45484328655557,45.88876287613867,7.610175249765035,115.54793892340878,200.43694430347776,74.62044646335677,31.58795822161751,-68.488525390625,0.0,-80.0,18.75566864013672,7.352941176470514
129,65.32243042551895,81.02258726056749,47.31380922483642,7.362810871268734,139.92400005001363,555.3852168836313,75.6059931724531,90.48713556006366,-68.88589477539062,0.0,-80.0,18.108835220336914,6.562499999999907
130,64.02060696136662,77.90933103303159,47.13830652835445,7.33435003477245,167.4591743035614,595.8849999628405,80.53642818557643,144.4091856305407,-67.68896484375,0.0,-80.0,19.752248764038086,6.0465116279073605
131,73.14088184359004,84.93918659630768,50.76570717744922,6.754898337087809,103.60395553157922,133.91638909977613,79.8475059673572,9.512025525732563,-68.79676055908203,3.814697265625e-06,-80.0,18.83131217956543,5.5350553505534315
132,68.25432067647317,82.61983227002503,49.27411359884989,8.002718470954047,126.89759815521013,167.7686890413413,94.58717979142632,17.515153077316633,-68.8179702758789,0.0,-80.0,18.197410583496094,6.161137440758586
133,66.32088543747692,82.70832525508298,48.206203907264104,8.056881571230887,142.53981274653768,528.6337358911619,81.16824271844128,120.75965327203474,-67.99085998535156,0.0,-80.0,19.44476318359375,7.075471698112813
134,74.15584452759148,84.8872621346127,44.592521463546234,8.805371491124058,135.8718885614012,416.12685272951876,90.95072476964943,82.55562152472444,-70.01762390136719,3.814697265625e-06,-80.0,17.226646423339844,4.533333333333333
135,70.47847176169007,85.18608517191524,51.80269038284105,9.109872886114095,221.95944177742345,575.722753571767,94.91770369476765,158.65993477846354,-68.1118392944336,0.0,-80.0,19.4664306640625,6.081081081081006
136,68.14906511934048,82.36125316044539,46.2822573889546,8.569565731293839,158.22365559224482,597.8023888025517,87.80148403308948,141.82043689083113,-68.51344299316406,-3.814697265625e-06,-80.0,18.577787399291992,3.977272727272748
137,69.43029018414165,86.30530822959238,45.68838697406838,10.478837164769859,108.32583236741092,119.93826198722627,94.88348860291491,7.1931648036654785,-68.54602813720703,0.0,-80.0,18.914424896240234,5.14705882352893
138,67.59264208180649,85.40146722352966,46.00469013040276,11.878985799199384,178.50856677017524,517.1154683182037,118.8968814414243,86.83757132793303,-70.14450073242188,0.0,-80.0,16.682008743286133,6.486486486486806
139,73.13224865789141,86.08289073821115,50.6192561254339,8.1781499775279,266.67155938154167,597.859245306921,85.7380423084258,127.43903135796259,-70.29743957519531,-3.814697265625e-06,-80.0,16.289827346801758,6.761565836299064
140,73.23870767271308,83.2524441813672,45.411520612338435,5.127494112218795,227.4122057414946,599.0976478155723,74.44207298356854,126.16374152710284,-69.39903259277344,3.814697265625e-06,-80.0,17.268503189086914,5.533596837944226
141,70.93013832902777,84.60127694827267,46.58754936467709,8.310120637956516,164.83712882124098,558.4611547725409,88.49210952937942,140.2167655242021,-68.76762390136719,0.0,-80.0,18.585472106933594,6.550218340611457
142,67.52852809979976,86.16382241809075,47.151649553562116,9.585291168739793,147.159302063768,531.0914831265457,87.17474126908841,80.3652892872909,-70.54429626464844,0.0,-80.0,16.15290641784668,6.643356643356876
143,70.65204176753849,84.62123747592088,49.67810309715848,10.117056979757594,129.65214273335812,181.58114626049178,74.6189855392076,26.83513133738418,-69.71027374267578,0.0,-80.0,17.579875946044922,6.790123456789628
144,62.182716893930866,81.61030886291711,44.01994307609591,11.530934159420493,311.71375344748526,312.3602445864077,310.6051781032989,0.7874879679922183,-68.77771759033203,0.0,-80.0,18.232269287109375,5.633802816901119
145,65.63205523905887,82.82244870321043,53.0743018887228,5.8555826762395835,198.5556071806825,284.1457680017092,136.82105615613648,48.149630221633785,-69.78260040283203,3.814697265625e-06,-80.0,16.350109100341797,5.447470817120758
146,64.24801628131067,85.73927104223463,44.53723271476896,8.053831617115433,288.6787420329792,590.732631841932,80.30527591161096,202.36353294720325,-70.4267578125,0.0,-80.0,16.174278259277344,6.64451827242527
147,63.86572007995364,78.70329316502043,51.466706317338186,6.467666644471296,162.6687269206358,511.11331858151385,80.19825107096727,109.98141967942844,-68.4687271118164,0.0,-80.0,18.722455978393555,8.050847457626684
148,74.25799328366679,84.82909737030262,47.44991115655135,8.070247155295748,105.46646640800303,139.8814378267403,79.53225176242218,16.81306254734185,-68.98224639892578,-3.814697265625e-06,-80.0,18.354114532470703,4.285714285714008
149,69.85851084775027,86.18833765279724,46.242616284159254,5.817448307058411,247.50814181665336,414.1802942787409,74.43875134996863,114.97995735838202,-71.30307006835938,-3.814697265625e-06,-80.0,14.730045318603516,1.4925373134326738
150,69.85851084775027,86.18833765279724,46.242616284159254,5.817448307058411,247.50814181665336,414.1802942787409,74.43875134996863,114.97995735838202,-71.30307006835938,-3.814697265625e-06,-80.0,14.730045318603516,5.329949238578607
151,70.0038707503756,87.15748908931387,53.21600957344323,6.345518516354227,170.60490968809958,409.4873381793659,76.388922807585,111.62929639409276,-70.22013092041016,0.0,-80.0,16.317386627197266,6.578947368420147
152,75.32207037659144,85.93988534564977,42.967424704081296,9.641077035901644,187.23314355257043,421.5946793673268,130.2104548288833,88.98947427667608,-70.56993103027344,0.0,-80.0,16.685688018798828,5.232558139534801
153,71.99430417833412,84.18273950074281,48.92142564716068,8.580424629652237,222.8413478263073,588.395035958677,79.73281332365487,173.38670983226373,-69.73985290527344,0.0,-80.0,17.534332275390625,5.937499999999916
154,69.83539435815344,85.56790085480158,51.64947212450432,6.503312113431547,242.25761681064003,567.2964230381999,74.67598944030122,137.1185194097999,-70.51109313964844,0.0,-80.0,15.588066101074219,6.132075471697771
155,67.02788590207558,83.28577175995369,50.41284013754601,8.826471673218036,136.7717889825405,161.58060182627295,81.56281466042836,16.947947701282946,-69.37081146240234,0.0,-80.0,17.529911041259766,4.098360655737613
